OBJECTNUMMER;Modaliteit;Lijn;Lijn_select;WKT_LNG_LAT;WKT_LAT_LNG;LNG;LAT
85;"Metro";"50 | 51 | 52";"50|51|52";"LINESTRING(4.886988 52.338657,4.885127 52.339098,4.883872 52.339291,4.882954 52.339391,4.88156 52.339426,4.879945 52.339397,4.876667 52.339279,4.874399 52.33919,4.872532 52.339117)";"LINESTRING(52.338657 4.886988,52.339098 4.885127,52.339291 4.883872,52.339391 4.882954,52.339426 4.88156,52.339397 4.879945,52.339279 4.876667,52.33919 4.874399,52.339117 4.872532)";4.87976;52.3390415
86;"Metro";"50 | 51";"50|51";"LINESTRING(4.921938 52.333001,4.921275 52.332773,4.9203 52.332475,4.919395 52.332226,4.917802 52.331754,4.915961 52.331196,4.915582 52.331082,4.91516 52.330968,4.91479 52.330867,4.914468 52.330791,4.914137 52.33072,4.913897 52.330677,4.913605 52.330635,4.913143 52.330577,4.912148 52.330472,4.911106 52.330363,4.909392 52.33019,4.908437 52.33009,4.907373 52.329982,4.906946 52.32995,4.906636 52.329933,4.906322 52.329932,4.906016 52.329947,4.90557 52.32999,4.905251 52.330035,4.904918 52.330108,4.904634 52.330184,4.904318 52.330277,4.903972 52.330406,4.903481 52.33061,4.902524 52.331037,4.90087 52.331819,4.899733 52.332374,4.897788 52.333331,4.896867 52.333779,4.895462 52.334477,4.894794 52.33483,4.892268 52.336216,4.890724 52.337006,4.889387 52.337688,4.888501 52.338102,4.88726 52.33857,4.886988 52.338657)";"LINESTRING(52.333001 4.921938,52.332773 4.921275,52.332475 4.9203,52.332226 4.919395,52.331754 4.917802,52.331196 4.915961,52.331082 4.915582,52.330968 4.91516,52.330867 4.91479,52.330791 4.914468,52.33072 4.914137,52.330677 4.913897,52.330635 4.913605,52.330577 4.913143,52.330472 4.912148,52.330363 4.911106,52.33019 4.909392,52.33009 4.908437,52.329982 4.907373,52.32995 4.906946,52.329933 4.906636,52.329932 4.906322,52.329947 4.906016,52.32999 4.90557,52.330035 4.905251,52.330108 4.904918,52.330184 4.904634,52.330277 4.904318,52.330406 4.903972,52.33061 4.903481,52.331037 4.902524,52.331819 4.90087,52.332374 4.899733,52.333331 4.897788,52.333779 4.896867,52.334477 4.895462,52.33483 4.894794,52.336216 4.892268,52.337006 4.890724,52.337688 4.889387,52.338102 4.888501,52.33857 4.88726,52.338657 4.886988)";4.904463;52.3342945
87;"Metro";"50 | 51";"50|51";"LINESTRING(4.872532 52.339117,4.868903 52.338935,4.865211 52.338798,4.861054 52.338616,4.857624 52.338414,4.857271 52.338394,4.855918 52.338315,4.854715 52.338219,4.853384 52.338137,4.851319 52.338034,4.849401 52.337972,4.848592 52.337936,4.847519 52.337882,4.846278 52.337815,4.845143 52.337761,4.844609 52.337749,4.844013 52.337761,4.843482 52.337791,4.842839 52.337847,4.84167 52.337986,4.840289 52.338206,4.839262 52.338437,4.838527 52.338649,4.837754 52.338924,4.837186 52.339196,4.836704 52.339467,4.836329 52.339731,4.836087 52.339938,4.835874 52.340138,4.835676 52.340346,4.835439 52.340651,4.835265 52.340926,4.835147 52.341148,4.835051 52.341381,4.834964 52.341645,4.834905 52.341896,4.834849 52.342181,4.834777 52.342686,4.834631 52.343762,4.834541 52.344736,4.834502 52.345827,4.834481 52.346543,4.834418 52.347405,4.834372 52.348045,4.834346 52.348943,4.834313 52.350323,4.834326 52.35079,4.834334 52.351505,4.834304 52.352819,4.834245 52.353535,4.834224 52.354214,4.83427 52.355317,4.834316 52.356336,4.834363 52.357503,4.834373 52.357894,4.834374 52.357914,4.834309 52.35867,4.834233 52.35924,4.834142 52.360099,4.834061 52.361091,4.834027 52.36211,4.833983 52.363406,4.833951 52.364433,4.833949 52.364866,4.833954 52.365988,4.833959 52.366526,4.83397 52.366889,4.833994 52.367228,4.834028 52.367521,4.834078 52.367937,4.834145 52.368327,4.834208 52.368725,4.834293 52.369189,4.834377 52.369668,4.834516 52.370458,4.834631 52.370932,4.834796 52.37141,4.834967 52.371873,4.835115 52.372219,4.835327 52.372711,4.835498 52.373127,4.835577 52.373318,4.835796 52.373914,4.835919 52.374271,4.836148 52.374836,4.836329 52.375263,4.836534 52.37576,4.836827 52.376457,4.837023 52.37692,4.837198 52.377351,4.837373 52.377756,4.837624 52.378288,4.83788 52.378837,4.838265 52.379739,4.838611 52.380652,4.838833 52.38125,4.839015 52.381682,4.839256 52.382267,4.839455 52.382758,4.839569 52.383057,4.839641 52.383291,4.839682 52.383504,4.839712 52.383795,4.839717 52.383946,4.839705 52.384159,4.83969 52.384368,4.83966 52.384544,4.839611 52.384725,4.839533 52.384983,4.83932 52.385632,4.839152 52.386179,4.839022 52.386847,4.838953 52.38741,4.838895 52.388098,4.838885 52.388603,4.838877 52.389035,4.838871 52.39054,4.838902 52.391084,4.838965 52.391469,4.83907 52.391807,4.839163 52.392017,4.839331 52.39232,4.839566 52.392633,4.839768 52.392854,4.839943 52.393032,4.840171 52.393227,4.840411 52.393416,4.840642 52.393571,4.840997 52.393788,4.841407 52.394018,4.841762 52.394217,4.842188 52.394455,4.842553 52.394637,4.842868 52.394774,4.843239 52.394905,4.843592 52.395005,4.843899 52.395069,4.844215 52.395122,4.844591 52.395165,4.844979 52.395184,4.845625 52.395193,4.846872 52.395193,4.848515 52.3952,4.85083 52.395182)";"LINESTRING(52.339117 4.872532,52.338935 4.868903,52.338798 4.865211,52.338616 4.861054,52.338414 4.857624,52.338394 4.857271,52.338315 4.855918,52.338219 4.854715,52.338137 4.853384,52.338034 4.851319,52.337972 4.849401,52.337936 4.848592,52.337882 4.847519,52.337815 4.846278,52.337761 4.845143,52.337749 4.844609,52.337761 4.844013,52.337791 4.843482,52.337847 4.842839,52.337986 4.84167,52.338206 4.840289,52.338437 4.839262,52.338649 4.838527,52.338924 4.837754,52.339196 4.837186,52.339467 4.836704,52.339731 4.836329,52.339938 4.836087,52.340138 4.835874,52.340346 4.835676,52.340651 4.835439,52.340926 4.835265,52.341148 4.835147,52.341381 4.835051,52.341645 4.834964,52.341896 4.834905,52.342181 4.834849,52.342686 4.834777,52.343762 4.834631,52.344736 4.834541,52.345827 4.834502,52.346543 4.834481,52.347405 4.834418,52.348045 4.834372,52.348943 4.834346,52.350323 4.834313,52.35079 4.834326,52.351505 4.834334,52.352819 4.834304,52.353535 4.834245,52.354214 4.834224,52.355317 4.83427,52.356336 4.834316,52.357503 4.834363,52.357894 4.834373,52.357914 4.834374,52.35867 4.834309,52.35924 4.834233,52.360099 4.834142,52.361091 4.834061,52.36211 4.834027,52.363406 4.833983,52.364433 4.833951,52.364866 4.833949,52.365988 4.833954,52.366526 4.833959,52.366889 4.83397,52.367228 4.833994,52.367521 4.834028,52.367937 4.834078,52.368327 4.834145,52.368725 4.834208,52.369189 4.834293,52.369668 4.834377,52.370458 4.834516,52.370932 4.834631,52.37141 4.834796,52.371873 4.834967,52.372219 4.835115,52.372711 4.835327,52.373127 4.835498,52.373318 4.835577,52.373914 4.835796,52.374271 4.835919,52.374836 4.836148,52.375263 4.836329,52.37576 4.836534,52.376457 4.836827,52.37692 4.837023,52.377351 4.837198,52.377756 4.837373,52.378288 4.837624,52.378837 4.83788,52.379739 4.838265,52.380652 4.838611,52.38125 4.838833,52.381682 4.839015,52.382267 4.839256,52.382758 4.839455,52.383057 4.839569,52.383291 4.839641,52.383504 4.839682,52.383795 4.839712,52.383946 4.839717,52.384159 4.839705,52.384368 4.83969,52.384544 4.83966,52.384725 4.839611,52.384983 4.839533,52.385632 4.83932,52.386179 4.839152,52.386847 4.839022,52.38741 4.838953,52.388098 4.838895,52.388603 4.838885,52.389035 4.838877,52.39054 4.838871,52.391084 4.838902,52.391469 4.838965,52.391807 4.83907,52.392017 4.839163,52.39232 4.839331,52.392633 4.839566,52.392854 4.839768,52.393032 4.839943,52.393227 4.840171,52.393416 4.840411,52.393571 4.840642,52.393788 4.840997,52.394018 4.841407,52.394217 4.841762,52.394455 4.842188,52.394637 4.842553,52.394774 4.842868,52.394905 4.843239,52.395005 4.843592,52.395069 4.843899,52.395122 4.844215,52.395165 4.844591,52.395184 4.844979,52.395193 4.845625,52.395193 4.846872,52.3952 4.848515,52.395182 4.85083)";4.8532405;52.3664745
88;"Metro";"51 | 53 | 54";"51|53|54";"LINESTRING(4.923254 52.337268,4.922641 52.337966,4.922042 52.338657,4.921358 52.339487,4.920966 52.340042,4.920333 52.341015,4.91982 52.341928,4.919359 52.342788,4.919139 52.34323,4.919005 52.343552,4.918887 52.34395,4.91876 52.344364,4.91863 52.344663,4.918479 52.344945,4.918114 52.345543,4.917727 52.346181,4.917551 52.34648,4.917046 52.347289,4.916788 52.347728,4.916567 52.348076,4.916281 52.348547,4.916173 52.348694,4.916077 52.348826,4.915889 52.34904,4.915741 52.349196,4.9155 52.349443,4.915056 52.349897,4.914674 52.35029,4.91433 52.350643,4.914155 52.350833,4.913951 52.35108,4.913795 52.351285,4.913638 52.351521,4.913516 52.351718,4.913425 52.351888,4.913289 52.352167,4.91317 52.352436,4.913045 52.352712,4.912838 52.353125,4.912698 52.353376,4.91247 52.353759,4.912123 52.354333,4.911719 52.354997,4.911349 52.355608,4.911016 52.356165,4.91067 52.356741,4.91031 52.357345,4.909947 52.357947,4.909607 52.35851,4.909196 52.359192,4.908856 52.35976,4.908474 52.360386,4.908102 52.360975,4.907978 52.361173,4.90783 52.361406,4.907256 52.362307,4.90695 52.362855,4.906741 52.363202,4.906298 52.363967,4.905882 52.364727,4.90574 52.364961,4.905529 52.365277,4.905381 52.365464,4.905253 52.365612,4.905101 52.365759,4.904959 52.365887,4.904763 52.366034,4.904545 52.366182,4.904284 52.366335,4.903871 52.366562,4.903506 52.366762,4.903052 52.367005,4.902401 52.367349,4.90219 52.367469,4.901769 52.367726,4.901492 52.367911,4.901322 52.36804,4.901096 52.368248,4.900925 52.368429,4.900749 52.368656,4.900581 52.368921,4.900486 52.369149,4.900416 52.36936,4.900384 52.369567,4.90036 52.369839,4.900383 52.370025,4.900436 52.370248,4.900514 52.370452,4.900675 52.370779,4.901301 52.37192,4.901467 52.372166,4.901697 52.372421,4.90201 52.372712,4.902455 52.373055,4.902702 52.373257,4.90294 52.373477,4.903082 52.373634,4.903228 52.373823,4.903326 52.373978,4.903409 52.374148,4.903474 52.37432,4.903537 52.374548,4.903561 52.374733,4.90357 52.374886,4.903557 52.375042,4.903524 52.375227,4.903482 52.375376,4.903397 52.37559,4.903302 52.375766,4.90321 52.375904,4.903036 52.376111,4.902865 52.376284,4.902703 52.376428,4.902394 52.376657,4.902024 52.376901,4.901705 52.377075,4.900793 52.377509,4.900214 52.377763)";"LINESTRING(52.337268 4.923254,52.337966 4.922641,52.338657 4.922042,52.339487 4.921358,52.340042 4.920966,52.341015 4.920333,52.341928 4.91982,52.342788 4.919359,52.34323 4.919139,52.343552 4.919005,52.34395 4.918887,52.344364 4.91876,52.344663 4.91863,52.344945 4.918479,52.345543 4.918114,52.346181 4.917727,52.34648 4.917551,52.347289 4.917046,52.347728 4.916788,52.348076 4.916567,52.348547 4.916281,52.348694 4.916173,52.348826 4.916077,52.34904 4.915889,52.349196 4.915741,52.349443 4.9155,52.349897 4.915056,52.35029 4.914674,52.350643 4.91433,52.350833 4.914155,52.35108 4.913951,52.351285 4.913795,52.351521 4.913638,52.351718 4.913516,52.351888 4.913425,52.352167 4.913289,52.352436 4.91317,52.352712 4.913045,52.353125 4.912838,52.353376 4.912698,52.353759 4.91247,52.354333 4.912123,52.354997 4.911719,52.355608 4.911349,52.356165 4.911016,52.356741 4.91067,52.357345 4.91031,52.357947 4.909947,52.35851 4.909607,52.359192 4.909196,52.35976 4.908856,52.360386 4.908474,52.360975 4.908102,52.361173 4.907978,52.361406 4.90783,52.362307 4.907256,52.362855 4.90695,52.363202 4.906741,52.363967 4.906298,52.364727 4.905882,52.364961 4.90574,52.365277 4.905529,52.365464 4.905381,52.365612 4.905253,52.365759 4.905101,52.365887 4.904959,52.366034 4.904763,52.366182 4.904545,52.366335 4.904284,52.366562 4.903871,52.366762 4.903506,52.367005 4.903052,52.367349 4.902401,52.367469 4.90219,52.367726 4.901769,52.367911 4.901492,52.36804 4.901322,52.368248 4.901096,52.368429 4.900925,52.368656 4.900749,52.368921 4.900581,52.369149 4.900486,52.36936 4.900416,52.369567 4.900384,52.369839 4.90036,52.370025 4.900383,52.370248 4.900436,52.370452 4.900514,52.370779 4.900675,52.37192 4.901301,52.372166 4.901467,52.372421 4.901697,52.372712 4.90201,52.373055 4.902455,52.373257 4.902702,52.373477 4.90294,52.373634 4.903082,52.373823 4.903228,52.373978 4.903326,52.374148 4.903409,52.37432 4.903474,52.374548 4.903537,52.374733 4.903561,52.374886 4.90357,52.375042 4.903557,52.375227 4.903524,52.375376 4.903482,52.37559 4.903397,52.375766 4.903302,52.375904 4.90321,52.376111 4.903036,52.376284 4.902865,52.376428 4.902703,52.376657 4.902394,52.376901 4.902024,52.377075 4.901705,52.377509 4.900793,52.377763 4.900214)";4.911734;52.3575155
89;"Tram";"26";"26";"LINESTRING(5.001422 52.351938,5.001629 52.351813,5.003191 52.350976,5.003379 52.350897,5.00356 52.350852,5.003744 52.350838,5.003898 52.350844,5.004087 52.350882,5.004301 52.35095,5.004572 52.351036,5.004848 52.351123,5.004922 52.351152,5.004994 52.351194,5.005071 52.351298,5.005086 52.351357,5.005071 52.351423,5.005033 52.351484,5.004968 52.351543,5.003358 52.352402,5.003301 52.352428,5.003213 52.35245,5.003115 52.35246,5.003026 52.352453,5.00289 52.352414,5.002143 52.351896,5.002082 52.351863,5.001992 52.351833,5.001897 52.351819,5.001808 52.351817,5.001723 52.351827,5.001624 52.351855,5.001422 52.351938,4.99964 52.352886,4.995222 52.355237,4.990809 52.357584,4.987937 52.359111,4.987669 52.35923,4.987093 52.359468,4.986877 52.359571,4.980435 52.362993,4.979223 52.363636,4.978449 52.364058,4.977945 52.364343,4.975406 52.365691,4.97502 52.36587,4.974253 52.366188,4.973898 52.366347,4.973606 52.366494,4.97337 52.366629,4.972495 52.367174,4.972159 52.367362,4.971693 52.367585,4.970749 52.368,4.97039 52.368177,4.968961 52.368939,4.967635 52.369647,4.965792 52.37062,4.964947 52.371063,4.964492 52.371266,4.964137 52.371385,4.963772 52.371492,4.963319 52.371607,4.961514 52.372025,4.957954 52.372867,4.957126 52.373043,4.956439 52.373158,4.955892 52.373231,4.955371 52.373284,4.954606 52.373335,4.953891 52.373351,4.953277 52.373339,4.952533 52.373305,4.951778 52.37324,4.947897 52.372808,4.941929 52.372145,4.940839 52.372032,4.940002 52.371976,4.939061 52.371961,4.938216 52.371995,4.937582 52.372042,4.937056 52.3721,4.936611 52.37218,4.936249 52.372264,4.935801 52.372399,4.935011 52.372678,4.934361 52.372899,4.93194 52.373745,4.931503 52.373913,4.930476 52.37439,4.929797 52.374665,4.929067 52.374899,4.928342 52.375072,4.927701 52.375184,4.925675 52.375512,4.923954 52.375772,4.921578 52.376122,4.919697 52.37639,4.918149 52.376594,4.917578 52.37666,4.915768 52.376907,4.914367 52.377088,4.913021 52.377247,4.91242 52.377308,4.911918 52.377351,4.910353 52.377457,4.909888 52.377492,4.909455 52.377535,4.90452 52.378196,4.904361 52.378199,4.904243 52.37818,4.904113 52.378131,4.904026 52.378072,4.903498 52.377512,4.903416 52.377445,4.903307 52.377386,4.903124 52.377345,4.902943 52.377342)";"LINESTRING(52.351938 5.001422,52.351813 5.001629,52.350976 5.003191,52.350897 5.003379,52.350852 5.00356,52.350838 5.003744,52.350844 5.003898,52.350882 5.004087,52.35095 5.004301,52.351036 5.004572,52.351123 5.004848,52.351152 5.004922,52.351194 5.004994,52.351298 5.005071,52.351357 5.005086,52.351423 5.005071,52.351484 5.005033,52.351543 5.004968,52.352402 5.003358,52.352428 5.003301,52.35245 5.003213,52.35246 5.003115,52.352453 5.003026,52.352414 5.00289,52.351896 5.002143,52.351863 5.002082,52.351833 5.001992,52.351819 5.001897,52.351817 5.001808,52.351827 5.001723,52.351855 5.001624,52.351938 5.001422,52.352886 4.99964,52.355237 4.995222,52.357584 4.990809,52.359111 4.987937,52.35923 4.987669,52.359468 4.987093,52.359571 4.986877,52.362993 4.980435,52.363636 4.979223,52.364058 4.978449,52.364343 4.977945,52.365691 4.975406,52.36587 4.97502,52.366188 4.974253,52.366347 4.973898,52.366494 4.973606,52.366629 4.97337,52.367174 4.972495,52.367362 4.972159,52.367585 4.971693,52.368 4.970749,52.368177 4.97039,52.368939 4.968961,52.369647 4.967635,52.37062 4.965792,52.371063 4.964947,52.371266 4.964492,52.371385 4.964137,52.371492 4.963772,52.371607 4.963319,52.372025 4.961514,52.372867 4.957954,52.373043 4.957126,52.373158 4.956439,52.373231 4.955892,52.373284 4.955371,52.373335 4.954606,52.373351 4.953891,52.373339 4.953277,52.373305 4.952533,52.37324 4.951778,52.372808 4.947897,52.372145 4.941929,52.372032 4.940839,52.371976 4.940002,52.371961 4.939061,52.371995 4.938216,52.372042 4.937582,52.3721 4.937056,52.37218 4.936611,52.372264 4.936249,52.372399 4.935801,52.372678 4.935011,52.372899 4.934361,52.373745 4.93194,52.373913 4.931503,52.37439 4.930476,52.374665 4.929797,52.374899 4.929067,52.375072 4.928342,52.375184 4.927701,52.375512 4.925675,52.375772 4.923954,52.376122 4.921578,52.37639 4.919697,52.376594 4.918149,52.37666 4.917578,52.376907 4.915768,52.377088 4.914367,52.377247 4.913021,52.377308 4.91242,52.377351 4.911918,52.377457 4.910353,52.377492 4.909888,52.377535 4.909455,52.378196 4.90452,52.378199 4.904361,52.37818 4.904243,52.378131 4.904113,52.378072 4.904026,52.377512 4.903498,52.377445 4.903416,52.377386 4.903307,52.377345 4.903124,52.377342 4.902943)";4.9540145;52.3645185
90;"Tram";"5";"05";"LINESTRING(4.867279 52.301255,4.869602 52.300668,4.869809 52.300642,4.869922 52.300647,4.870009 52.30066,4.870143 52.300709,4.870343 52.30086,4.870626 52.3011361)";"LINESTRING(52.301255 4.867279,52.300668 4.869602,52.300642 4.869809,52.300647 4.869922,52.30066 4.870009,52.300709 4.870143,52.30086 4.870343,52.3011361 4.870626)";4.8689525;52.3009485
91;"Tram";"19";"19";"LINESTRING(4.854869 52.380563,4.854633 52.380699,4.854352 52.380834,4.853684 52.381223,4.851745 52.382343,4.851309 52.382574,4.850588 52.382896,4.847706 52.38414,4.847589 52.38421,4.847526 52.384292,4.847495 52.384383,4.847477 52.384827,4.847506 52.38509,4.847473 52.385623,4.847464 52.385684,4.847446 52.385723,4.847428 52.38575,4.847385 52.38579,4.847331 52.38583,4.847248 52.385866,4.84715 52.385892,4.847015 52.385901,4.846416 52.385888,4.845788 52.385865,4.845708 52.385865,4.845631 52.385868,4.845549 52.385883,4.845482 52.385904,4.845432 52.385932,4.845329 52.385993,4.845274 52.386038,4.845217 52.386081,4.84515 52.386112,4.845077 52.386137,4.845003 52.386155,4.844913 52.386159,4.844813 52.386151,4.844116 52.386087,4.843788 52.386073,4.839659 52.386042,4.83949 52.386026,4.838928 52.386022,4.838859 52.386026,4.838802 52.386034,4.838722 52.38605,4.83865 52.386076,4.838592 52.386108,4.83855 52.386139,4.838515 52.386177,4.838487 52.386218,4.838291 52.386616,4.838196 52.386808,4.838162 52.386881,4.838141 52.386941,4.837838 52.388319,4.83783 52.388348,4.837828 52.388381,4.837833 52.388417,4.83784 52.388443,4.837857 52.388472,4.837881 52.388501,4.83791 52.388525,4.837966 52.38856,4.838007 52.388577,4.838071 52.388596,4.838124 52.388604,4.838181 52.388609,4.838792 52.388611,4.838862 52.388606,4.838885 52.388603,4.838923 52.388598,4.838966 52.388587,4.839002 52.388577,4.839056 52.388556,4.839095 52.388533,4.839135 52.388503,4.83917 52.388468,4.839195 52.388431,4.839203 52.388404,4.83921 52.388372,4.839214 52.388349,4.839217 52.388085,4.839222 52.387683,4.839215 52.387654,4.83921 52.387622,4.839181 52.387558,4.839146 52.387508,4.839127 52.387476,4.839114 52.38744,4.839107 52.387395,4.839112 52.387146,4.839115 52.387069,4.839122 52.386997,4.839134 52.386919,4.839225 52.38629,4.839253 52.386209,4.8393 52.386155,4.839386 52.386101,4.839492 52.38607,4.839659 52.386042)";"LINESTRING(52.380563 4.854869,52.380699 4.854633,52.380834 4.854352,52.381223 4.853684,52.382343 4.851745,52.382574 4.851309,52.382896 4.850588,52.38414 4.847706,52.38421 4.847589,52.384292 4.847526,52.384383 4.847495,52.384827 4.847477,52.38509 4.847506,52.385623 4.847473,52.385684 4.847464,52.385723 4.847446,52.38575 4.847428,52.38579 4.847385,52.38583 4.847331,52.385866 4.847248,52.385892 4.84715,52.385901 4.847015,52.385888 4.846416,52.385865 4.845788,52.385865 4.845708,52.385868 4.845631,52.385883 4.845549,52.385904 4.845482,52.385932 4.845432,52.385993 4.845329,52.386038 4.845274,52.386081 4.845217,52.386112 4.84515,52.386137 4.845077,52.386155 4.845003,52.386159 4.844913,52.386151 4.844813,52.386087 4.844116,52.386073 4.843788,52.386042 4.839659,52.386026 4.83949,52.386022 4.838928,52.386026 4.838859,52.386034 4.838802,52.38605 4.838722,52.386076 4.83865,52.386108 4.838592,52.386139 4.83855,52.386177 4.838515,52.386218 4.838487,52.386616 4.838291,52.386808 4.838196,52.386881 4.838162,52.386941 4.838141,52.388319 4.837838,52.388348 4.83783,52.388381 4.837828,52.388417 4.837833,52.388443 4.83784,52.388472 4.837857,52.388501 4.837881,52.388525 4.83791,52.38856 4.837966,52.388577 4.838007,52.388596 4.838071,52.388604 4.838124,52.388609 4.838181,52.388611 4.838792,52.388606 4.838862,52.388603 4.838885,52.388598 4.838923,52.388587 4.838966,52.388577 4.839002,52.388556 4.839056,52.388533 4.839095,52.388503 4.839135,52.388468 4.83917,52.388431 4.839195,52.388404 4.839203,52.388372 4.83921,52.388349 4.839214,52.388085 4.839217,52.387683 4.839222,52.387654 4.839215,52.387622 4.83921,52.387558 4.839181,52.387508 4.839146,52.387476 4.839127,52.38744 4.839114,52.387395 4.839107,52.387146 4.839112,52.387069 4.839115,52.386997 4.839122,52.386919 4.839134,52.38629 4.839225,52.386209 4.839253,52.386155 4.8393,52.386101 4.839386,52.38607 4.839492,52.386042 4.839659)";4.8463485;52.384587
92;"Tram";"17";"17";"LINESTRING(4.853409 52.358223,4.853477 52.358275,4.853517 52.358341,4.853513 52.358416,4.853394 52.35884,4.853341 52.358986,4.853339 52.359517,4.853324 52.360107,4.853279 52.361472,4.85322 52.363277,4.853183 52.363569,4.853179 52.363675,4.853168 52.364033,4.853178 52.364091,4.853219 52.364153,4.85328 52.364198,4.853321 52.364216,4.853398 52.364241,4.853437 52.364247)";"LINESTRING(52.358223 4.853409,52.358275 4.853477,52.358341 4.853517,52.358416 4.853513,52.35884 4.853394,52.358986 4.853341,52.359517 4.853339,52.360107 4.853324,52.361472 4.853279,52.363277 4.85322,52.363569 4.853183,52.363675 4.853179,52.364033 4.853168,52.364091 4.853178,52.364153 4.853219,52.364198 4.85328,52.364216 4.853321,52.364241 4.853398,52.364247 4.853437)";4.8533425;52.361235
93;"Tram";"7";"07";"LINESTRING(4.853437 52.364247,4.853432 52.364247,4.853378 52.364256,4.853347 52.364263,4.853301 52.36428,4.853265 52.364297,4.853228 52.364319,4.853197 52.364346,4.853175 52.364368,4.853161 52.364396,4.853159 52.364437,4.853153 52.364653,4.853148 52.364903,4.853135 52.365265,4.853123 52.365633,4.853116 52.365753,4.853104 52.365812,4.853088 52.365869,4.853044 52.365974,4.852998 52.366069,4.852862 52.366361,4.852756 52.366593,4.852567 52.367003,4.852423 52.367315,4.852153 52.367902,4.851996 52.368243,4.851821 52.368624,4.85166 52.368977,4.851618 52.369057,4.851573 52.369102,4.851523 52.369132,4.851465 52.369152,4.851392 52.369169,4.851335 52.369175,4.851272 52.369176,4.851144 52.369159,4.851015 52.369138,4.850932 52.369133,4.850851 52.369138,4.850794 52.36915,4.850724 52.369177,4.850665 52.369213,4.850622 52.369255,4.850588 52.369317,4.850428 52.369665,4.85034 52.369855,4.850261 52.370039,4.850173 52.37024,4.849907 52.370774,4.848877 52.372738,4.848642 52.373181,4.848133 52.374144,4.84735 52.37559,4.846192 52.377736,4.846096 52.377825,4.845977 52.377866,4.845883 52.377876,4.845748 52.377877)";"LINESTRING(52.364247 4.853437,52.364247 4.853432,52.364256 4.853378,52.364263 4.853347,52.36428 4.853301,52.364297 4.853265,52.364319 4.853228,52.364346 4.853197,52.364368 4.853175,52.364396 4.853161,52.364437 4.853159,52.364653 4.853153,52.364903 4.853148,52.365265 4.853135,52.365633 4.853123,52.365753 4.853116,52.365812 4.853104,52.365869 4.853088,52.365974 4.853044,52.366069 4.852998,52.366361 4.852862,52.366593 4.852756,52.367003 4.852567,52.367315 4.852423,52.367902 4.852153,52.368243 4.851996,52.368624 4.851821,52.368977 4.85166,52.369057 4.851618,52.369102 4.851573,52.369132 4.851523,52.369152 4.851465,52.369169 4.851392,52.369175 4.851335,52.369176 4.851272,52.369159 4.851144,52.369138 4.851015,52.369133 4.850932,52.369138 4.850851,52.36915 4.850794,52.369177 4.850724,52.369213 4.850665,52.369255 4.850622,52.369317 4.850588,52.369665 4.850428,52.369855 4.85034,52.370039 4.850261,52.37024 4.850173,52.370774 4.849907,52.372738 4.848877,52.373181 4.848642,52.374144 4.848133,52.37559 4.84735,52.377736 4.846192,52.377825 4.846096,52.377866 4.845977,52.377876 4.845883,52.377877 4.845748)";4.8495925;52.371062
94;"Tram";"7 | 17";"07|17";"LINESTRING(4.877699 52.368732,4.874018 52.367778,4.873599 52.367659,4.87315 52.36752,4.872463 52.367326,4.872164 52.367246,4.871539 52.367076,4.871053 52.366926,4.870608 52.366792,4.868074 52.366111,4.867544 52.365975,4.867372 52.36593,4.862701 52.364811,4.861045 52.364414,4.860908 52.364393,4.860746 52.364395,4.86058 52.364426,4.859676 52.364725,4.859487 52.364787,4.859399 52.364808,4.859288 52.364817,4.859167 52.364815,4.85688 52.364652,4.85671 52.364633,4.856549 52.364595,4.855772 52.364335,4.855643 52.364299,4.855477 52.364279,4.853467 52.364251,4.853437 52.364247)";"LINESTRING(52.368732 4.877699,52.367778 4.874018,52.367659 4.873599,52.36752 4.87315,52.367326 4.872463,52.367246 4.872164,52.367076 4.871539,52.366926 4.871053,52.366792 4.870608,52.366111 4.868074,52.365975 4.867544,52.36593 4.867372,52.364811 4.862701,52.364414 4.861045,52.364393 4.860908,52.364395 4.860746,52.364426 4.86058,52.364725 4.859676,52.364787 4.859487,52.364808 4.859399,52.364817 4.859288,52.364815 4.859167,52.364652 4.85688,52.364633 4.85671,52.364595 4.856549,52.364335 4.855772,52.364299 4.855643,52.364279 4.855477,52.364251 4.853467,52.364247 4.853437)";4.865568;52.3664895
